PDF ID,Mean,1σ,2σ,N. events hyp. 1
1,299.445233901231,43.8848517388149,87.7697034776298,1
2,760.086211294833,46.2766677832676,92.5533355665353,1
3,933.701986193506,26.5869313035723,53.1738626071447,1
4,1266.62370794747,33.4357422857038,66.8714845714076,1
5,1463.36260693943,39.7385841919533,79.4771683839067,1
6,2009,0,0,1
